name,prompt,negative_prompt
CX: Dark,"Dark atmosphere, deep shadows, lack of light, Macro, deep background, {prompt} curve line lean form.",
CX: Close-Up,"character photo portrait, Close-Up, Intimacy, Detailed Facial Expressions, {prompt}",
CX: Context,"Establishing Shot, Context, Setting Introduction, {prompt}",
CX: Shoulder,"{prompt}, Over-the-Shoulder Shot, Perspective, Subjective View",
CX: Panorama,"{prompt}, Panorama Stitching, Wide View, Comprehensive Landscape",
CX: Dolly,"{prompt}, Dolly Zoom (Vertigo Effect), Perspective Distortion, Emotional Impact",
CX: Macro,"Macro Photography, Extreme Close-Up, Detailed Exploration, {prompt}",
CX: Pair,"{prompt}, character photo portrait, Two-Shot, Pairing, Relationship Dynamics,",
CX: Interaction,"{prompt}, character photo portrait",Shot Reverse Shot
CX: Group Fusion,"{prompt}, Character Fusion, Blended Forms, Symbolic Unity, photography",
CX: Card,"tarot card, front perspective, black background, flat, frame, square, white outline , {prompt}",
CX: Abstract,"abstract {prompt} painting, bright yellow AND deep blue color palette, curve, circle, ellipse, core, AK, abstract, deconstruction, geometry, geometric composition,paint painting,harmonious colors, black frame,rectangle, tilt, flat painting, framex, horizontal",
CX: Abstract2,"abstract {prompt} painting, bright yellow and deep red color palette, curve, circle, ellipse, core, AK, abstract, deconstruction, geometry, geometric composition,paint painting,harmonious colors, black frame,rectangle, tilt, flat painting, framex, horizontal",
CX: Abstract Dark,"Dark atmosphere, deep shadows, lack of light, Macro, deep background, abstract {prompt} painting, bright yellow AND deep blue color palette, curve, circle, ellipse, core, AK, abstract, deconstruction, geometry, geometric composition,paint painting,harmonious colors, black frame,rectangle, tilt, flat painting, framex, horizontal, curve line lean form., Contrasting Character Elements, Distinct features, visual impact, emphasis on differences, photography",
CX: Environment,"{prompt}, Environmental Character Setting, Integration of characters into a contextual environment, atmospheric scene, photography",
CX: Photoshoot,"RAW analog photo, studio photoshoot, {prompt}, flirting with camera, beautiful art, looking at viewer, pure, plain background","camera, celebrity, (milla jovovich, winona ryder, laetitia casta, adriana lima), (art of greg martin, art of rafael grassetti), greg rutkowski"
CX: Make Older,"{prompt}, elderly mature centenarian, saggy, wrinkles, age spots, grey hair, macro details, birthmarks, skin blemishes, liver spots","smooth, dirty face, pure, low res, unnatural"
CX: Make Unperfect,"{prompt}, wrinkles, wrinkled, rugged, weary, (age spots:0.5), (skin hair:0.5), macro details, (birthmarks:0.5), (skin blemishes:0.5)","smooth, dirty face, pure, low res, unnatural"
CX: Soft Unperfect,"{prompt}, wrinkles, [age spots:0.5], [skin hair:0.5], macro details, goosebumps, [birthmarks:0.5], [skin blemishes:0.5]","smooth, dirty face, pure, low res, unnatural"
CX: Beauty,"RAW analog photo, studio photoshoot, {prompt}, the most beautiful woman in the world, flirting with camera, beautiful art, pure, white theme, plain white background, blue eyes, dark red lips, (freckles:0.5), looking at viewer, smiling, blushed red cheeks",
CX: Beautiful,"beauty photo portrait of a {prompt}, hdr, best quality, details, absurdres, highres, simple, professional, simple, perfect, natural","(((unprofessional-bodies))), (((unprofessional-pose)))"
CX: Detailed,"{prompt}, absurdres, detailed, macro details, 8k, hyper realistic, texture surface details","low res, unnatural"
CX: Isometric,"overhead top-down isometric view of a {prompt}, absurdres, macro details, 8k, texture surface details","low res, unnatural"
CX: Landscape HDR,"{prompt}, (wimmel bild:1.17), powerful imagery, landscape hdr","low res, flamboyance, kitch, low res, unnatural"
CX: Landscape Photo,"{prompt}, wimmel bild, powerful imagery, landscape photography, hyperrealism, daz 3d genesis iray, trending,","low res, flamboyance, kitch, low res, unnatural"
CX: Landscape Drone,"wimmel bild by, in a huge, looking down from above, (drone perspective:1.42), {prompt}, digital art, surrealism, dramatic lighting, trending","low res, flamboyance, kitch, low res, unnatural"
CX: Fisheye,"Fisheye rectilinear lenses, pov . 20mm photograph of {prompt}, film, bokeh, professional, photorealistic. 4k, highly detailed dim volumetric lighting, 8k octane beautifully detailed render, post-processing, hyper-detailed, intricate, epic composition, highly detailed attributes, atmosphere, cinematic natural lighting, masterpiece, trending, stunning, flawless completion, lifelike texture, perfection","optical artifacts, geometric patterns, camera, lens, drawing, painting, crayon, sketch, graphite, impressionist, noisy, blurry, soft, deformed, ugly"
CX: Fisheye2,"{prompt},  cinematic fish-eye film still from below","centered, center composition "
CX: Opulence,"a scene of {prompt}, girl laying on sofa, full body, cinematic smooth stone, deep aesthetic, concept art, post process, carved marble texture silk cloth, commoner skin, highly ornate intricate details, in the style of wlop, photography",
CX: Opulence2,"a scene of {prompt}, laying on sofa, full body, cinematic smooth stone, deep aesthetic, concept art, post process, carved marble texture silk cloth, commoner skin, dominating pose, highly ornate intricate details, wlop, photography",
CX: Opulence3,"a scene of {prompt}, laying on armchair, full body, cinematic smooth stone, deep aesthetic, concept art, post process, carved marble texture silk cloth, commoner skin, dominating pose, highly ornate intricate details, wlop, photography",
CX: Gritty,"{prompt}, grit, (rust:0.65), cracks, cracked surface, subtle messy, dust, weary, edges rusty dusty, surface scratches, peeled sun bleeched paint, smudges, crumbles, rugged, used","new, unused"
Style: Cinematix,"cinematic realism film scene still of a {prompt} . 35mm f1.8 Macro, chiaroscuro, shallow depth of field, vignette, Mise-en-scene, detailed, cinemascope, moody, epic","low res, unnatural, 3D, anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch"
Style: Photomatix,"photo focus on {prompt}, film, professional, 4k, highly detailed","unwanted elements, 2d, 3d, anime, drawing, painting"
Cinematix Portrait,"cinematic realism film-scene still of a photo focus-on {prompt} . film, professional, highly detailed, absurdres, , macro details, uhd-16k, 8k, 4k, hyper realistic, texture surface details . 35mm f1.8 Macro, chiaroscuro, shallow depth of field, vignette, Mise-en-scene, sharp-detailed, cinemascope, moody, epic","unwanted elements, 2d, 3d, anime, drawing, painting, low res, unnatural, low res, unnatural, 3D, anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch"
Cinematix Portrait2,"cinematic realism film scene still of a photo focus on {prompt} . portrait, film, professional, highly detailed, absurdres, detailed, macro details, uhd-16k, 8k, 4k, hyper realistic, texture surface details . 35mm f1.8 Macro, chiaroscuro, shallow depth of field, vignette, Mise-en-scene, detailed, cinemascope, moody, epic","unwanted elements, 2d, 3d, anime, drawing, painting, low res, unnatural, low res, unnatural, 3D, anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch"
Cinematix Natural,"cinematic realism film scene still of a photo focus on {prompt} . dim light. night, natural commoner portrait, film, professional, highly detailed, absurdres, detailed, macro details, uhd-16k, 8k, 4k, hyper realistic, texture surface details . 35mm f1.8 Macro, chiaroscuro, shallow depth of field, vignette, Mise-en-scene, detailed, cinemascope, moody, epic","unwanted elements, 2d, 3d, anime, drawing, painting, low res, unnatural, low res, unnatural, 3D, anime, cartoon, graphic, text, painting, crayon, graphite, abstract, glitch"
CX Style: Neon,"neonpunk style {prompt} . cyberpunk, vaporwave, neon, vibes, vibrant, stunning, crisp, detailed, sleek, ultramodern, green | blue | orange | magenta highlights, dark volumetric shadows, high contrast, professional","painting, drawing, illustration"
CX Style: Neon2,"neonpunk style {prompt} . feature.cyberpunk, vaporwave, neon, vibes, vibrant, stunning, crisp, detailed, sleek, ultramodern, {green|blue|orange|magenta} highlights, dark volumetric shadows, high contrast, professional","painting, drawing, illustration"
CX: Cinema,"cinematic realism film scene still of a {prompt} . assiduous, style of, expression, Mise-en-scene, Chiaroscuro, Strong Light and Shadow, Dramatic Contrast, a hilarious scene, unforeseen consequences, photography . 35mm f1.8 Macro, chiaroscuro, shallow depth of field, vignette, Mise-en-scene, detailed, cinemascope, moody, epic scene, best rendered work, 35mm, pristine movie","low res, unnatural, anime, text, glitch, sphere, drone"
CX: Tech,"assiduous, style of, scene, art composition of {prompt}, (Fujifilm X-T4), bronze silver age, photography ideal arms, artistic dynamic pose:1.15) realism, hyperrealistic, (shallow depth of field, frontal bokeh, light particles flying in air, volumetric light, light caustics, refraction, reflection, v-ray, ray tracing:1.15)","unreal picture, plastic look, plastic skin, digital art image, ironman, hollywood"
CX: Oldmasters,"{prompt}, a scene, of assiduous, style of, art composition, Klimt, Rembrandt, Costic, fantasy style, dreamlike art, photography, post processing comfortable, luminous",
CX: Chiaroscuro LoRA," chiaroscuro, dark dim scene of {prompt}, color photo, atmospheric, light and shadow, crepuscular, slight athmospheric mist",light streaks
Typo: Scary,[{prompt}] logo in dipping scary font,
Typo: Grafitti,[{prompt}] logo in grafitti style font,
Typo: Dry,[{prompt}] logo in painted dry brush style font,
Typo: Strokes,[{prompt}] logo in dynamic brushstroke style font,
CX: Funny,"{prompt}, a hilarious scene, a humorous attempt with unforeseen consequences, Comedy Unleashed, photography", 
CX: Macro Extreme,"((extremally close shoot)) (macro shoot), {prompt}  BREAK, realistic, ((photorealistic)), extremely detailed, glass reflection, dark shadows, hard light hard shadows, shallow depth of field,highly detailed, high budget Hollywood film, ((darkfull )) , detailed, focus on material", 
EX: Anatomy,{prompt},"morbide-body-parts"""""
EX: Physique,"{prompt}, perfect-detailed-physique",physique-in-detail:2
EX: Relaxed,{prompt} (((relaxed))),"morbide-body-parts"""""
EX: Realistic,"physically-realistic"" {prompt}""","3D-rendering"""""
